time="2026-01-22T10:39:52Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
time="2026-01-22T10:39:52Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.hardware.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
x1000c0s3b0-1  | INFO:root:Starting update thread
x1000c0s3b0-1  | DEBUG:root:added config for Recovery
x1000c0s3b0-1  | INFO:root:CreateFirmwareTarget put called
x1000c0s3b0-1  | DEBUG:root:added config for Node0.ManagementEthernet
x1000c0s3b0-1  | INFO:root:CreateEventService put called
x1000c0s3b0-1  | INFO:root:Using HPE Cray EX redfish event schema
x1000c0s3b0-1  | INFO:root:Using HPE Cray EX redfish event schema
x1000c0s3b0-1  | DEBUG:root:added config for AccountService/2 - operator
x1000c0s3b0-1  | DEBUG:root:added config for AccountService/3 - guest
x1000c0s3b0-1  | DEBUG:root:added config for AccountService/1 - root
x1000c0s3b0-1  | DEBUG:root:added config for AccountService
x1000c0s3b0-1  | DEBUG:root:added config for SessionService
x1000c0s3b0-1  | INFO:root:CreateCert called
x1000c0s3b0-1  | DEBUG:root:added config for /redfish/v1/Managers/BMC/NetworkProtocol/HTTPS/Certificates/1
x1000c0s3b0-1  | INFO:root:CreateNetworkProtocol called
x1000c0s3b0-1  | DEBUG:root:added config for BMC/NetworkProtocol
x1000c0s3b0-1  | INFO:werkzeug: * Running on all addresses (0.0.0.0)
x1000c0s3b0-1  |    WARNING: This is a development server. Do not use it in a production deployment.
x1000c0s3b0-1  |  * Running on https://127.0.0.1:443
x1000c0s3b0-1  |  * Running on https://172.18.0.6:443 (Press CTRL+C to quit)
x1000c0s3b0-1  |  * Redfish endpoint at localhost:443
x1000c0s3b0-1  | EX425
x1000c0s3b0-1  |  * Use HTTPS
x1000c0s3b0-1  |  * Running in Redfish mode
x1000c0s3b0-1  |  * Serving Flask app 'g' (lazy loading)
x1000c0s3b0-1  |  * Environment: production
cray-sls-1     | Running /bin/sh
cray-sls-1     | + echo 'Running /bin/sh'
cray-sls-1     | + '[' /bin/sh '=' sls-init ]
cray-sls-1     | + '[' /bin/sh '=' sls-loader ]
cray-reds-vault-loader-1  | Connecting to Vault...
cray-reds-vault-loader-1  | Connected to Vault
cray-reds-vault-loader-1  | Done.
cray-sls-1                | + exec /bin/sh -c sls
cray-sls-1                | 2026/01/22 10:10:06 INFO: Starting SLS
cray-sls-1                | 2026/01/22 10:10:06 INFO: Caching layer is disabled
cray-sls-1                | 2026/01/22 10:10:06 DEBUG: Parsing command line options
cray-sls-1                | 2026/01/22 10:10:06 INFO: Configuration: HTTP Listen Address: :8376
cray-sls-1                | 2026/01/22 10:10:06 INFO: Backing datastore: 
cray-sls-1                | 2026/01/22 10:10:06 DEBUG: Done parsing command line options
cray-sls-1                | 2026/01/22 10:10:06 DEBUG: Connecting to database...
cray-sls-1                | 2026/01/22 10:10:06 Max database connections: 25
cray-sls-1                | 2026/01/22 10:10:06 DB connection failed ('dial tcp 172.18.0.21:5432: connect: connection refused'), retrying after 1 second...
cray-sls-1                | 2026/01/22 10:10:07 Connected to Postgres successfully
cray-sls-1                | 2026/01/22 10:10:07 INFO: Beginning to serve HTTP
cray-sls-1                | 2026/01/22 10:11:41 INFO: entering health check
cray-sls-1                | 2026/01/22 10:11:41 INFO: DB Ready
cray-sls-1                | 2026/01/22 10:12:19 INFO: entering health check
cray-sls-1                | 2026/01/22 10:12:19 INFO: DB Ready
cray-sls-1                | 2026/01/22 10:12:20 INFO: entering health check
cray-sls-1                | 2026/01/22 10:12:20 INFO: DB Ready
cray-sls-1                | 2026/01/22 10:12:46 ERROR, no 'x9999c7s9b9' component in DB.
cray-sls-1                | 2026/01/22 10:12:46 ERROR, no 'x9999c7s9b8' component in DB.
cray-sls-1                | 2026/01/22 10:12:46 ERROR, DB object exists for 'x9999c7s9b9'.
cray-sls-1                | 2026/01/22 10:12:46 ERROR, request JSON has empty Xname field.
cray-sls-1                | 2026/01/22 10:12:46 ERROR in PUT JSON: 'missing fields Class '
cray-sls-1                | 2026/01/22 10:12:46 ERROR in PUT JSON: 'missing fields Class '
cray-sls-1                | 2026/01/22 10:12:46 ERROR, requested component not found in DB: 'x9999c7s9b999'
cray-sls-1                | 2026/01/22 10:12:46 INFO: Deleting: 'x9999c7s9b9'
cray-sls-1                | 2026/01/22 10:12:46 ERROR, no 'x9999c7s9b9' component in DB.
cray-sls-1                | 2026/01/22 10:12:46 ERROR, no 'x9999c7s9b999' component in DB.
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  entity already exists by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR: POST network had validation error:  invalid network name
cray-sls-1                | 2026/01/22 10:12:47 ERROR: Validation error: invalid network type
cray-sls-1                | 2026/01/22 10:12:47 ERROR: Validation error: invalid network type
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR, no 'x9998c7s9b9001' component in DB.
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR: Failed to search for network: invalid network type
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR: Failed to search for network: invalid network type
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR:  nothing found by that name
cray-sls-1                | 2026/01/22 10:12:47 ERROR: loadstate: Unable to parse SLS dump form file:  http: no such file
cray-sls-1                | 2026/01/22 10:22:44 ERROR, requested component not found in DB: 'x9999c0s1b0n0'
cray-meds-1               | 2026/01/22 10:10:07 Service Instance Name: 'aaa3fef0a413'
cray-meds-1               | 2026/01/22 10:10:07 Connecting to secure store (Vault)...
cray-meds-1               | 2026/01/22 10:10:07 Connection to secure store (Vault) succeeded
cray-meds-1               | 2026/01/22 10:10:07 INFO: Setting up non-TLS-validated HTTP client for in-service use.
cray-meds-1               | time="2026-01-22T10:10:07Z" level=warning msg="CA URI is empty, creating non-cert validated HTTPS transport."
cray-meds-1               | 2026/01/22 10:10:07 Using syslog server: 'localhost:514'
cray-meds-1               | 2026/01/22 10:10:07 Using NTP server: 'localhost:123'
cray-meds-1               | time="2026-01-22T10:10:07Z" level=warning msg="CA URI is empty, creating non-cert validated HTTPS transport."
cray-meds-1               | 2026/01/22 10:10:07 INFO: Mountain controller syslog forwarding target: [localhost]:514
cray-meds-1               | 2026/01/22 10:10:07 INFO: Mountain controller NTP server: [::1]:123
cray-meds-1               | 2026/01/22 10:10:07 INFO: All RF threads paused.
cray-meds-1               | 2026/01/22 10:10:07 INFO: Creating non-validated Redfish client, (no CA URI)
cray-meds-1               | time="2026-01-22T10:10:07Z" level=warning msg="CA URI is empty, creating non-cert validated HTTPS transport."
cray-meds-1               | 2026/01/22 10:10:07 INFO: TLS-secured Redfish client successfully created.
cray-meds-1               | 2026/01/22 10:10:07 INFO: Mountain controller syslog forwarding target: [localhost]:514
cray-meds-1               | 2026/01/22 10:10:07 INFO: Mountain controller NTP server: [::1]:123
cray-meds-1               | 2026/01/22 10:10:07 INFO: Successfully set up Redfish transport.
cray-meds-1               | 2026/01/22 10:10:07 WARNING: No CA bundle URI specified, not watching for CA changes.
cray-meds-1               | 2026/01/22 10:10:07 DEBUG: GET from http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:07 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:07 [ERR] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints request failed: Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:07 WARNING: Unable to get RedfishEndpoints from HSM: GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints giving up after 1 attempt(s): Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:07 Initial sync with HSM failed. attempt 1 of 30
cray-meds-1               | 2026/01/22 10:10:08 DEBUG: GET from http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:08 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:08 [ERR] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints request failed: Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:08 WARNING: Unable to get RedfishEndpoints from HSM: GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints giving up after 1 attempt(s): Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:08 Initial sync with HSM failed. attempt 2 of 30
cray-meds-1               | 2026/01/22 10:10:09 DEBUG: GET from http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:09 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:09 [ERR] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints request failed: Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:09 WARNING: Unable to get RedfishEndpoints from HSM: GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints giving up after 1 attempt(s): Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:09 Initial sync with HSM failed. attempt 3 of 30
cray-meds-1               | 2026/01/22 10:10:10 DEBUG: GET from http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:10 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:10 [ERR] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints request failed: Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:10 WARNING: Unable to get RedfishEndpoints from HSM: GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints giving up after 1 attempt(s): Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:10 Initial sync with HSM failed. attempt 4 of 30
cray-meds-1               | 2026/01/22 10:10:11 DEBUG: GET from http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:11 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:11 [ERR] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints request failed: Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:11 WARNING: Unable to get RedfishEndpoints from HSM: GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints giving up after 1 attempt(s): Get "http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints": dial tcp 172.18.0.43:27779: connect: connection refused
cray-meds-1               | 2026/01/22 10:10:11 Initial sync with HSM failed. attempt 5 of 30
cray-meds-1               | 2026/01/22 10:10:12 DEBUG: GET from http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:12 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/RedfishEndpoints
cray-meds-1               | 2026/01/22 10:10:12 Successfully performed initial sync with HSM
cray-meds-1               | 2026/01/22 10:10:12 INFO: Sleeping 30 seconds before refreshing data
cray-meds-1               | 2026/01/22 10:10:12 INFO: Starting HSM query thread.
cray-meds-1               | 2026/01/22 10:10:42 [DEBUG] GET http://cray-sls:8376/v1/search/hardware?type=comptype_cabinet&class=Mountain
cray-meds-1               | 2026/01/22 10:10:42 [DEBUG] GET http://cray-sls:8376/v1/search/hardware?type=comptype_cabinet&class=Hill
cray-meds-1               | 2026/01/22 10:10:42 TRACE: Handling cabinet x1000 from SLS
cray-meds-1               | 2026/01/22 10:10:42 [DEBUG] GET http://cray-sls:8376/v1/search/hardware?type=comptype_chassis&parent=x1000
cray-meds-1               | 2026/01/22 10:10:42 TRACE: Handling chassis x1000c0 from SLS
cray-meds-1               | 2026/01/22 10:10:42 TRACE: Chassis x1000c0 is new
cray-meds-1               | 2026/01/22 10:10:42 [DEBUG] GET http://cray-smd:27779/hsm/v2/Inventory/EthernetInterfaces
cray-meds-1               | 2026/01/22 10:10:42 [DEBUG] POST http://cray-smd:27779/hsm/v2/Inventory/EthernetInterfaces
cray-meds-1               | 2026/01/22 10:10:42 INFO: Added new ethernet interface to HSM: x1000c0b0
cray-meds-1               | 2026/01/22 10:10:42 [DEBUG] POST http://cray-smd:27779/hsm/v2/Inventory/EthernetInterfaces
cray-meds-1               | 2026/01/22 10:10:42 INFO: Added new ethernet interface to HSM: x1000c0r0b0
cray-meds-1               | 2026/01/22 10:10:42 [DEBUG] POST http://cray-smd:27779/hsm/v2/Inventory/EthernetInterfaces
cray-meds-1               | 2026/01/22 10:10:42 INFO: Added new ethernet interface to HSM: x1000c0s0b0
cray-meds-1               | 2026/01/22 10:10:42 [DEBUG] POST http://cray-smd:27779/hsm/v2/Inventory/EthernetInterfaces
cray-meds-1               | 2026/01/22 10:10:42 INFO: Added new ethernet interface to HSM: x1000c0s0b1
cray-reds-1               | 2026/01/22 10:10:07 Starting reds
cray-reds-1               | 2026/01/22 10:10:07 Configuration: instance name: 832e74c31542
cray-reds-1               | 2026/01/22 10:10:07 Configuration: http-listen: :8269
cray-reds-1               | 2026/01/22 10:10:07 Configuration: hsm: http://cray-smd:27779/hsm/v2
cray-reds-1               | 2026/01/22 10:10:07 Started reds
cray-reds-1               | 2026/01/22 10:10:07 Connecting to HSM secure store (Vault)...
cray-reds-1               | 2026/01/22 10:10:07 Connection to HSM secure store (Vault) succeeded
cray-reds-1               | 2026/01/22 10:10:07 Mapping connecting to secure storage (vault)
cray-reds-1               | 2026/01/22 10:10:07 Connection to secure store (Vault) succeeded
cray-reds-1               | 2026/01/22 10:10:37 TRACE: Getting list of new management nodes
cray-reds-1               | 2026/01/22 10:10:37 TRACE: Getting list of new switches
cray-reds-1               | 2026/01/22 10:10:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_mgmt_switch
cray-reds-1               | 2026/01/22 10:10:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_node&class=River&extra_properties.Role=Management
cray-reds-1               | 2026/01/22 10:10:37 INFO: Stored credential for x3000c0w31
cray-reds-1               | 2026/01/22 10:10:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_hl_switch
cray-reds-1               | 2026/01/22 10:10:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_cdu_mgmt_switch
cray-reds-1               | 2026/01/22 10:10:37 TRACE: Switches is map[]
cray-reds-1               | 2026/01/22 10:10:37 TRACE: New switches: map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:10:37 TRACE: Checking if switch x3000c0w31 in new
cray-reds-1               | 2026/01/22 10:10:37 INFO: Found new switch x3000c0w31
cray-reds-1               | 2026/01/22 10:10:37 INFO: Switches changes, calling callbacks
cray-reds-1               | 2026/01/22 10:11:07 TRACE: Getting list of new management nodes
x1000c0s3b0-1             |    WARNING: This is a development server. Do not use it in a production deployment.
x1000c0s3b0-1             |    Use a production WSGI server instead.
x1000c0s3b0-1             |  * Debug mode: off
x1000c0s3b0-1             | INFO:werkzeug:172.18.0.44 - - [22/Jan/2026 10:10:56] "GET /redfish/v1/ HTTP/1.1" 200 -
x1000c0s3b0-1             | INFO:root:ManagerNetworkProtocolAPI PATCH called
x1000c0s3b0-1             | INFO:werkzeug:172.18.0.44 - - [22/Jan/2026 10:10:56] "PATCH /redfish/v1/Managers/BMC/NetworkProtocol HTTP/1.1" 200 -
cray-meds-1               | 2026/01/22 10:10:42 [DEBUG] POST http://cray-smd:27779/hsm/v2/Inventory/EthernetInterfaces
cray-reds-1               | 2026/01/22 10:11:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_node&class=River&extra_properties.Role=Management
cray-reds-1               | 2026/01/22 10:11:07 TRACE: Getting list of new switches
cray-reds-1               | 2026/01/22 10:11:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_mgmt_switch
cray-reds-1               | 2026/01/22 10:11:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_hl_switch
cray-reds-1               | 2026/01/22 10:11:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_cdu_mgmt_switch
cray-reds-1               | 2026/01/22 10:11:07 TRACE: Switches is map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:11:07 TRACE: New switches: map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:11:07 TRACE: Checking if switch x3000c0w31 in new
cray-reds-1               | 2026/01/22 10:11:07 TRACE: No switches changes, not calling callbacks
cray-reds-1               | 2026/01/22 10:11:37 TRACE: Getting list of new management nodes
cray-reds-1               | 2026/01/22 10:11:37 TRACE: Getting list of new switches
cray-reds-1               | 2026/01/22 10:11:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_node&class=River&extra_properties.Role=Management
cray-reds-1               | 2026/01/22 10:11:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_mgmt_switch
cray-reds-1               | 2026/01/22 10:11:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_hl_switch
cray-reds-1               | 2026/01/22 10:11:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_cdu_mgmt_switch
cray-reds-1               | 2026/01/22 10:11:37 TRACE: Switches is map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:11:37 TRACE: New switches: map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:11:37 TRACE: Checking if switch x3000c0w31 in new
cray-reds-1               | 2026/01/22 10:11:37 TRACE: No switches changes, not calling callbacks
cray-reds-1               | 2026/01/22 10:12:07 TRACE: Getting list of new management nodes
cray-reds-1               | 2026/01/22 10:12:07 TRACE: Getting list of new switches
cray-reds-1               | 2026/01/22 10:12:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_node&class=River&extra_properties.Role=Management
cray-reds-1               | 2026/01/22 10:12:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_mgmt_switch
cray-reds-1               | 2026/01/22 10:12:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_hl_switch
cray-reds-1               | 2026/01/22 10:12:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_cdu_mgmt_switch
cray-reds-1               | 2026/01/22 10:12:07 TRACE: Switches is map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:12:07 TRACE: New switches: map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:12:07 TRACE: Checking if switch x3000c0w31 in new
cray-reds-1               | 2026/01/22 10:12:07 TRACE: No switches changes, not calling callbacks
cray-reds-1               | 2026/01/22 10:12:37 TRACE: Getting list of new management nodes
cray-reds-1               | 2026/01/22 10:12:37 TRACE: Getting list of new switches
cray-reds-1               | 2026/01/22 10:12:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_node&class=River&extra_properties.Role=Management
cray-reds-1               | 2026/01/22 10:12:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_mgmt_switch
cray-reds-1               | 2026/01/22 10:12:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_hl_switch
cray-reds-1               | 2026/01/22 10:12:37 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_cdu_mgmt_switch
cray-reds-1               | 2026/01/22 10:12:37 TRACE: Switches is map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:12:37 TRACE: New switches: map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:12:37 TRACE: Checking if switch x3000c0w31 in new
cray-reds-1               | 2026/01/22 10:12:37 TRACE: No switches changes, not calling callbacks
cray-reds-1               | 2026/01/22 10:13:07 TRACE: Getting list of new management nodes
cray-reds-1               | 2026/01/22 10:13:07 TRACE: Getting list of new switches
cray-reds-1               | 2026/01/22 10:13:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_node&class=River&extra_properties.Role=Management
cray-reds-1               | 2026/01/22 10:13:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_mgmt_switch
cray-reds-1               | 2026/01/22 10:13:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_hl_switch
cray-reds-1               | 2026/01/22 10:13:07 TRACE: GET from http://cray-sls:8376/v1/search/hardware?type=comptype_cdu_mgmt_switch
cray-reds-1               | 2026/01/22 10:13:07 TRACE: Switches is map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:13:07 TRACE: New switches: map[x3000c0w31:{ Xname: x3000c0w31, Model: , Address: 10.254.0.8, SNMP User: testuser, SNMP Auth Password: <REDACTED>, SNMP Auth Protocol: MD5, SNMP Priv Password: <REDACTED>, SNMP Priv Protocol: DES }]
cray-reds-1               | 2026/01/22 10:13:07 TRACE: Checking if switch x3000c0w31 in new
cray-reds-1               | 2026/01/22 10:13:07 TRACE: No switches changes, not calling callbacks
