time="2026-09-17T09:01:28Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
time="2026-09-17T09:01:28Z" level=warning msg="/home/runner/work/hms-nightly-integration/hms-nightly-integration/hms-simulation-environment/docker-compose.hardware.yaml: the attribute `version` is obsolete, it will be ignored, please remove it to avoid potential confusion"
api-gateway-1  | /docker-entrypoint.sh: /docker-entrypoint.d/ is not empty, will attempt to perform configuration
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s0b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 30#30: *3 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 30#30: *3 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s1b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 32#32: *5 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 32#32: *5 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s1b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 33#33: *7 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 33#33: *7 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s2b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *9 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *9 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s2b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *11 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *11 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s3b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *13 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *13 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s3b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *15 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *15 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s4b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *17 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *17 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s4b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *19 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *19 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s5b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *21 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *21 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s5b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *23 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *23 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s6b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *25 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *25 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s6b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *27 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *27 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s7b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *29 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *29 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x1000c0s7b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *31 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *31 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x3000c0s5b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 592 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *33 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *33 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:13 +0000] "GET /x3000c0s6b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 592 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *35 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:13 [info] 31#31: *35 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 328 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 31#31: *37 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 31#31: *37 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s0b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 31#31: *39 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 31#31: *39 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s0b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *41 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *41 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s1b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *43 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *43 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s1b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *45 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *45 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s2b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *47 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *47 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s3b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *49 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *49 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s3b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *51 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *51 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s4b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *53 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *53 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s4b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *55 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *55 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s5b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *57 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *57 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s5b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *59 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *59 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s6b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *61 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *61 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s6b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *63 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *63 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s7b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *65 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *65 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:18 +0000] "GET /x1000c0s7b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 329 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *67 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:18 [info] 30#30: *67 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 510 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 30#30: *69 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 30#30: *69 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s0b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 30#30: *71 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 30#30: *71 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s0b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *73 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *73 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s1b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *75 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *75 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s1b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *77 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *77 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s2b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *79 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *79 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s3b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *81 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *81 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s3b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *83 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *83 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s4b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *85 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *85 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s4b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *87 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *87 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s5b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *89 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *89 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s5b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *91 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *91 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s6b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *93 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *93 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s6b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *95 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *95 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s7b0/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *97 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *97 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 172.18.0.1 - - [17/Sep/2026:08:31:23 +0000] "GET /x1000c0s7b1/redfish/v1/EventService/Subscriptions HTTP/1.1" 200 511 "-" "python-requests/2.34.2" "-"
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *99 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *99 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *101 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:31:23 [info] 32#32: *101 client 172.18.0.1 closed keepalive connection
api-gateway-1  | 2026/09/17 08:33:03 [info] 31#31: *103 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:03 [info] 31#31: *103 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:03 [info] 30#30: *104 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:03 [info] 30#30: *104 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:10 [info] 32#32: *106 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:10 [info] 32#32: *106 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:10 [info] 33#33: *105 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:10 [info] 33#33: *105 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 172.18.0.7 - - [17/Sep/2026:08:33:40 +0000] "POST /x1000c0s2b0 HTTP/1.1" 200 0 "-" "Python-urllib/3.10" "-"
api-gateway-1  | 172.18.0.7 - - [17/Sep/2026:08:33:40 +0000] "POST /x1000c0s2b0 HTTP/1.1" 200 0 "-" "Python-urllib/3.10" "-"
api-gateway-1  | 2026/09/17 08:33:40 [info] 30#30: *111 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:40 [info] 30#30: *111 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:40 [info] 30#30: *112 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 2026/09/17 08:33:40 [info] 30#30: *112 SSL_do_handshake() failed (SSL: error:0A000418:SSL routines::tlsv1 alert unknown ca:SSL alert number 48) while SSL handshaking, client: 172.18.0.2, server: 0.0.0.0:443
api-gateway-1  | 172.18.0.8 - - [17/Sep/2026:08:34:19 +0000] "POST /x1000c0s7b1 HTTP/1.1" 200 0 "-" "Python-urllib/3.10" "-"
api-gateway-1  | 172.18.0.9 - - [17/Sep/2026:08:34:19 +0000] "POST /x1000c0s1b0 HTTP/1.1" 200 0 "-" "Python-urllib/3.10" "-"
api-gateway-1  | 172.18.0.8 - - [17/Sep/2026:08:34:19 +0000] "POST /x1000c0s7b1 HTTP/1.1" 200 0 "-" "Python-urllib/3.10" "-"
